Entry_No,Date,Description,WorkDescription,Contact_No,Contact_Name,Contact_Company_Name,Duration_Min,Salesperson_Code,User_ID,Quote_ID,Quote_Amount,Quote_Age_Days,Customer_Type,Source_Channel,Product_Type,Past_Interactions,Prior_Orders,Salesperson,Lead_Priority
2418,2025-03-18,Installation request,Upgrade system,39609807,Christopher Roberts,"Pineda, Dudley and Robbins",82,858,314,Q2517,280358,26,Reseller,Referral,High-margin,1 (visit),1,PMNYABUTO,Medium Priority
2419,2024-10-11,Installation request,Install product,14884088,Carl Chung,"Nguyen, Walker and Taylor",113,106,367,Q2518,388811,17,Corporate,Email,High-margin,"6 (calls, visits, emails)",3,PMKILONZO,Medium Priority
2420,2024-10-24,Service call,Install product,06797878,Rachel Obrien,"Smith, Turner and Perry",103,106,349,Q2519,247451,25,Government,Shopify,High-margin,"5 (calls, visits)",15,PMKILONZO,Medium Priority
2421,2025-02-07,Installation request,Inspect equipment,45813436,Jacob Oneill,"Poole, Anderson and Blanchard",158,106,325,Q2520,373124,6,Individual,Shopify,High-margin,1 (visit),10,PMAMAI,Medium Priority
2422,2024-11-17,Installation request,Repair machinery,58589075,Tammy Scott,"Parks, Navarro and Bell",105,369,332,Q2521,211928,20,Government,Website,Low-margin,"4 (calls, visits)",10,PMKILONZO,Medium Priority
2423,2024-07-19,Consultation,Repair machinery,35913255,Rebecca Chavez,Patel-Lynch,149,445,331,Q2522,216231,30,Individual,Walk-in,Low-margin,"5 (calls, visits)",5,PMMULWA,Medium Priority
2424,2024-06-09,Service call,Upgrade system,77319988,Larry Williams,"Morales, Anderson and Mcguire",112,369,312,Q2523,270432,28,Corporate,Shopify,High-margin,1 (visit),2,PMMULWA,Medium Priority
2425,2024-10-08,Consultation,Inspect equipment,85503464,Dustin Griffin,Smith-Wilson,118,858,370,Q2524,279215,19,Individual,Website,Mixed,2 (calls),0,PMNYABUTO,Medium Priority
2426,2024-09-21,Consultation,Inspect equipment,06437255,Ashley Henry,Gray Inc,62,369,359,Q2525,118726,15,Reseller,Shopify,Low-margin,"6 (calls, visits, emails)",7,PMMULWA,Medium Priority
2427,2024-05-21,Installation request,Install product,53594706,Brian Hopkins,"Shaffer, Davis and Baker",173,445,394,Q2526,397307,1,Individual,FloApp,High-margin,"5 (calls, visits)",11,PMMULWA,Medium Priority
2428,2024-07-01,Installation request,Install product,64359520,Jamie Warren,"Marshall, Yates and Gilmore",71,514,369,Q2527,269903,26,Individual,Website,Low-margin,"5 (calls, visits)",15,PMNYABUTO,Medium Priority
2429,2025-03-05,Consultation,Install product,25812827,Brianna Black,Robinson-Sanchez,173,858,397,Q2528,459451,7,Government,Email,Mixed,"4 (calls, visits)",15,PMKILONZO,Medium Priority
2430,2025-01-15,Installation request,Install product,92739111,Harold Perez,"Nunez, Jones and Bryan",40,106,337,Q2529,98509,10,Individual,Email,Low-margin,"6 (calls, visits, emails)",12,PMNYABUTO,Medium Priority
2431,2024-07-16,Service call,Install product,56759539,Ashlee Jones,"Madden, Gibson and Monroe",12,858,310,Q2530,101769,2,Contractor,Walk-in,Low-margin,"3 (calls, visits)",4,PMNYABUTO,Medium Priority
2432,2025-02-06,Installation request,Inspect equipment,37456314,Peter Obrien,Kim-Glass,135,369,386,Q2531,52173,11,Corporate,Email,High-margin,"6 (calls, visits, emails)",14,PMKILONZO,High Priority
2433,2024-07-17,Service call,Upgrade system,50190478,Charles Copeland,"Wilson, Scott and Parker",40,106,374,Q2532,355771,15,Contractor,Shopify,High-margin,"5 (calls, visits)",13,PMMULWA,High Priority
2434,2024-06-23,Installation request,Upgrade system,86183971,Philip Thompson,Huerta Inc,126,858,337,Q2533,46334,19,Government,Email,Low-margin,"5 (calls, visits)",7,PMNYABUTO,Medium Priority
2435,2024-07-28,Installation request,Inspect equipment,43995683,Catherine Howard,"Reyes, Murray and James",14,514,378,Q2534,399027,11,Individual,Walk-in,Mixed,"3 (calls, visits)",4,PMKILONZO,Medium Priority
2436,2024-07-21,Consultation,Inspect equipment,16023300,Amanda Garcia,Harris-Anderson,60,858,379,Q2535,130010,30,Corporate,Walk-in,High-margin,1 (visit),2,PMMULWA,Medium Priority
2437,2025-02-15,Service call,Install product,30144498,Sharon Sanchez,May Group,127,514,346,Q2536,388478,9,Reseller,Email,High-margin,1 (visit),3,PMMULWA,Medium Priority
2438,2024-07-01,Installation request,Install product,12772927,Wendy Avery,"Browning, Miller and Mckee",31,445,304,Q2537,415710,22,Contractor,Website,High-margin,"6 (calls, visits, emails)",4,PMKILONZO,Medium Priority
2439,2024-11-29,Service call,Install product,10675729,Amanda Sullivan,Richardson-Parks,139,514,317,Q2538,235410,11,Government,Referral,Low-margin,"6 (calls, visits, emails)",8,PMKILONZO,Medium Priority
2440,2024-09-26,Installation request,Upgrade system,80992438,Meghan Kelly,Smith Ltd,152,369,328,Q2539,192061,9,Government,Referral,Low-margin,"3 (calls, visits)",15,PMAMAI,Medium Priority
2441,2024-06-06,Consultation,Repair machinery,72573802,Joseph Mccormick,Ramos PLC,37,445,373,Q2540,236245,15,Government,Website,Mixed,"4 (calls, visits)",7,PMOMONDI,Medium Priority
2442,2024-05-28,Installation request,Upgrade system,47292561,Tracy Mckee,"Nguyen, Smith and Wiggins",82,369,319,Q2541,37030,28,Individual,Website,Mixed,"4 (calls, visits)",4,PMKILONZO,Low Priority
2443,2025-02-16,Installation request,Inspect equipment,25262010,Joseph Roberts,"Baker, Hunter and Ayala",47,106,318,Q2542,187727,12,Government,FloApp,High-margin,"5 (calls, visits)",5,PMKILONZO,Medium Priority
2444,2025-03-05,Consultation,Repair machinery,85716133,Haley King,Ayala PLC,84,514,305,Q2543,450115,1,Corporate,Email,Low-margin,2 (calls),0,PMOMONDI,Medium Priority
2445,2024-08-02,Installation request,Install product,04452150,Kelly Williams,Rodriguez-Smith,32,445,385,Q2544,416267,12,Contractor,FloApp,High-margin,1 (visit),10,PMMULWA,Medium Priority
2446,2024-05-09,Service call,Repair machinery,85733155,Nicole Mitchell,Mccullough Inc,136,514,351,Q2545,366679,6,Corporate,Website,Mixed,"6 (calls, visits, emails)",6,PMNYABUTO,High Priority
2447,2025-03-16,Installation request,Upgrade system,16773444,Michael Thompson,Le-Downs,177,369,348,Q2546,338667,22,Individual,Website,High-margin,1 (visit),1,PMAMAI,Medium Priority
2448,2025-01-15,Consultation,Install product,38456594,Haley Taylor MD,Howell Inc,144,106,375,Q2547,148100,2,Government,Shopify,Low-margin,"6 (calls, visits, emails)",0,PMMULWA,Medium Priority
2449,2024-05-14,Consultation,Install product,42466020,Victor Alvarez,"Snow, Aguilar and Martin",54,106,382,Q2548,145922,10,Corporate,FloApp,High-margin,"5 (calls, visits)",5,PMOMONDI,Medium Priority
2450,2024-10-20,Consultation,Install product,11336354,Mary Taylor,Jackson Group,169,369,306,Q2549,162631,22,Individual,Email,High-margin,"4 (calls, visits)",2,PMNYABUTO,Medium Priority
2451,2025-02-27,Installation request,Upgrade system,68954018,George Sullivan,Lozano and Sons,53,106,382,Q2550,37966,16,Contractor,Walk-in,Mixed,"6 (calls, visits, emails)",13,PMOMONDI,Medium Priority
2452,2024-11-15,Service call,Inspect equipment,09456997,Eric Khan,Campbell-Petersen,156,445,399,Q2551,265576,28,Corporate,FloApp,Low-margin,1 (visit),11,PMNYABUTO,Medium Priority
2453,2024-09-21,Service call,Install product,40467184,Alyssa Larson,Yates-Ho,19,445,387,Q2552,312561,30,Individual,Email,Low-margin,2 (calls),0,PMOMONDI,Low Priority
2454,2024-08-18,Installation request,Upgrade system,72683300,Miss Abigail Johnson,Kelly-Simmons,61,106,357,Q2553,349394,16,NGO,Walk-in,High-margin,"5 (calls, visits)",3,PMMULWA,Medium Priority
2455,2025-03-07,Service call,Upgrade system,99029746,Carlos Henderson II,Meyer Ltd,165,369,360,Q2554,239010,23,NGO,Email,High-margin,"6 (calls, visits, emails)",3,PMKILONZO,Medium Priority
2456,2024-07-08,Installation request,Upgrade system,53163410,Scott Ford,Miller Inc,132,514,365,Q2555,284648,15,Reseller,Walk-in,Low-margin,"5 (calls, visits)",6,PMKILONZO,Medium Priority
2457,2025-01-26,Service call,Upgrade system,16358113,Joshua Griffith,"Harris, Moran and Frank",149,106,385,Q2556,374578,11,Contractor,Website,Low-margin,"4 (calls, visits)",5,PMKILONZO,Medium Priority
2458,2025-05-02,Installation request,Repair machinery,41651356,Jason Hanson,"Roach, Hernandez and Smith",161,369,323,Q2557,247882,13,Reseller,Shopify,Low-margin,"6 (calls, visits, emails)",0,PMOMONDI,Medium Priority
2459,2025-01-21,Consultation,Repair machinery,04323763,Christian Daniels,West PLC,124,858,310,Q2558,232184,26,NGO,Walk-in,High-margin,"6 (calls, visits, emails)",0,PMKILONZO,Medium Priority
2460,2025-01-25,Installation request,Repair machinery,00816755,Christine Romero,Nielsen-Marshall,91,106,368,Q2559,80664,4,NGO,FloApp,Low-margin,"4 (calls, visits)",14,PMNYABUTO,Medium Priority
2461,2024-06-05,Installation request,Inspect equipment,68908101,Joan Sanchez,Williams-Robinson,164,858,348,Q2560,180391,0,Government,Walk-in,Mixed,"3 (calls, visits)",0,PMMULWA,Medium Priority
2462,2024-07-27,Service call,Install product,72240730,Jordan Bell,Preston-Hill,84,514,398,Q2561,256114,3,Reseller,FloApp,High-margin,"5 (calls, visits)",6,PMOMONDI,Medium Priority
2463,2024-09-08,Service call,Repair machinery,91184207,Scott Henderson,"Roach, Macdonald and Jones",161,445,350,Q2562,208982,25,Contractor,Referral,Low-margin,1 (visit),3,PMMULWA,Medium Priority
2464,2025-04-29,Consultation,Upgrade system,52775644,Benjamin Rodriguez,"Mclaughlin, Juarez and Parker",20,514,383,Q2563,214299,24,Contractor,Website,Low-margin,2 (calls),8,PMMULWA,Medium Priority
2465,2024-05-20,Consultation,Repair machinery,01692033,Jerry Jones,"Johns, Hobbs and Young",143,858,371,Q2564,462922,28,Reseller,FloApp,Low-margin,1 (visit),7,PMAMAI,Low Priority
2466,2025-03-03,Service call,Repair machinery,32738058,Deborah Harris,Garcia and Sons,14,514,313,Q2565,408299,28,Individual,FloApp,Low-margin,1 (visit),12,PMAMAI,Low Priority
2467,2025-02-20,Installation request,Inspect equipment,96054438,Gavin Alexander,Vazquez Group,53,106,396,Q2566,37036,12,Corporate,Email,Low-margin,2 (calls),5,PMNYABUTO,Medium Priority
2468,2024-08-21,Service call,Repair machinery,51340507,John Hernandez,"Mccarthy, Chapman and Perry",114,106,326,Q2567,455356,3,Corporate,Referral,High-margin,2 (calls),1,PMAMAI,High Priority
2469,2024-10-29,Installation request,Repair machinery,23209914,Martin Taylor,"Anderson, Ayala and Dunn",15,369,333,Q2568,436826,5,Reseller,Email,Low-margin,2 (calls),8,PMOMONDI,Medium Priority
2470,2024-08-09,Installation request,Inspect equipment,74602614,Richard Johnson,"Jennings, Williams and Barnes",71,858,394,Q2569,357952,9,Contractor,Email,Mixed,"4 (calls, visits)",2,PMMULWA,Medium Priority
2471,2025-04-26,Installation request,Upgrade system,19492861,Kevin Hernandez,"Skinner, Barnes and Clayton",179,106,347,Q2570,497536,13,Corporate,Shopify,High-margin,"6 (calls, visits, emails)",12,PMOMONDI,High Priority
2472,2024-07-06,Installation request,Repair machinery,71221631,Zachary Ballard,Thompson-Robinson,102,445,332,Q2571,220390,7,NGO,FloApp,Low-margin,"3 (calls, visits)",12,PMKILONZO,Medium Priority
2473,2024-05-19,Consultation,Upgrade system,46738337,Elizabeth Freeman,"Burns, Clark and Romero",100,106,325,Q2572,374310,23,NGO,Referral,High-margin,"3 (calls, visits)",7,PMMULWA,Medium Priority
2474,2024-11-06,Consultation,Upgrade system,78510116,Victor Mcclure,Matthews Inc,171,369,353,Q2573,461273,15,Individual,Shopify,Mixed,"3 (calls, visits)",10,PMNYABUTO,Medium Priority
2475,2025-02-10,Service call,Install product,38790345,Daniel Warren,"Clark, Sanchez and Alexander",179,858,360,Q2574,216322,16,Reseller,Website,Mixed,"5 (calls, visits)",9,PMNYABUTO,Medium Priority
2476,2024-07-25,Service call,Upgrade system,56675088,Jessica Jarvis,"Murphy, James and Becker",166,106,327,Q2575,369398,26,Corporate,FloApp,High-margin,"6 (calls, visits, emails)",13,PMOMONDI,Medium Priority
2477,2025-02-17,Consultation,Inspect equipment,75597884,Sarah White,Barnes-Sanders,147,514,345,Q2576,37467,24,Corporate,FloApp,High-margin,1 (visit),11,PMAMAI,Medium Priority
2478,2024-05-21,Consultation,Repair machinery,69834748,Daniel Keith,"Alexander, Mason and Jackson",146,445,351,Q2577,267997,5,Corporate,Website,High-margin,2 (calls),8,PMNYABUTO,High Priority
2479,2024-07-18,Consultation,Repair machinery,53906482,Alex Walker,Floyd PLC,155,514,389,Q2578,270073,14,Individual,Email,High-margin,2 (calls),10,PMMULWA,Medium Priority
2480,2024-07-29,Consultation,Inspect equipment,59442582,Courtney Morgan,Mathews Ltd,180,514,330,Q2579,319769,29,Contractor,Website,High-margin,"3 (calls, visits)",11,PMAMAI,High Priority
2481,2024-09-27,Installation request,Install product,80280248,James Diaz,Vasquez LLC,43,514,338,Q2580,205091,0,Corporate,Walk-in,Mixed,1 (visit),9,PMNYABUTO,Medium Priority
2482,2024-07-16,Installation request,Repair machinery,92154221,Calvin Cox,Le-Bailey,26,369,359,Q2581,337803,8,Corporate,Email,Low-margin,2 (calls),7,PMKILONZO,Medium Priority
2483,2025-01-30,Consultation,Inspect equipment,80397145,Thomas Singh,"Mckay, Hendrix and Peters",58,514,392,Q2582,405047,28,Contractor,Website,High-margin,"6 (calls, visits, emails)",11,PMOMONDI,High Priority
2484,2024-06-05,Service call,Inspect equipment,53431707,Larry Clark,Franco-Benson,52,858,345,Q2583,121810,28,Reseller,FloApp,High-margin,"4 (calls, visits)",12,PMNYABUTO,Medium Priority
2485,2025-02-17,Consultation,Inspect equipment,63193165,Ryan Scott,Hardy-Randall,38,514,367,Q2584,215566,15,Individual,Referral,High-margin,"6 (calls, visits, emails)",11,PMMULWA,High Priority
2486,2024-08-17,Installation request,Inspect equipment,15967354,Roger White,"Reyes, Acevedo and Taylor",30,445,380,Q2585,421675,13,Contractor,Referral,Mixed,"6 (calls, visits, emails)",2,PMOMONDI,Medium Priority
2487,2025-04-24,Service call,Inspect equipment,42274974,Fred Brown,Moreno and Sons,34,514,361,Q2586,373946,28,NGO,FloApp,Mixed,"3 (calls, visits)",7,PMKILONZO,Medium Priority
2488,2024-08-27,Consultation,Install product,34262973,Lisa Nguyen,"Barton, Tate and Delgado",116,369,360,Q2587,122767,17,Contractor,Shopify,High-margin,2 (calls),14,PMMULWA,Medium Priority
2489,2024-08-22,Installation request,Install product,29862731,Robert Johnson,Adams Group,45,514,385,Q2588,191440,26,Reseller,FloApp,Mixed,"6 (calls, visits, emails)",5,PMKILONZO,Medium Priority
2490,2024-07-20,Installation request,Install product,16627689,Kenneth Myers,Copeland Group,54,858,303,Q2589,294324,8,Government,Website,Low-margin,"6 (calls, visits, emails)",14,PMKILONZO,Medium Priority
2491,2024-07-24,Service call,Install product,93762956,Matthew Allen,Arellano-Kim,160,106,307,Q2590,247243,18,Individual,Website,Low-margin,"4 (calls, visits)",7,PMAMAI,Medium Priority
2492,2025-04-15,Service call,Inspect equipment,83851666,Steven Deleon,"Smith, Brown and Wong",28,858,395,Q2591,284035,30,Contractor,FloApp,High-margin,"6 (calls, visits, emails)",10,PMOMONDI,Medium Priority
2493,2025-04-02,Consultation,Repair machinery,37911578,Vanessa Keith,English-White,42,858,356,Q2592,144309,21,Contractor,Walk-in,Mixed,2 (calls),8,PMNYABUTO,Medium Priority
2494,2024-06-20,Consultation,Install product,41923529,Brian Ramirez,"Butler, Campbell and Riggs",88,106,344,Q2593,470754,29,Contractor,Email,High-margin,2 (calls),1,PMNYABUTO,Medium Priority
2495,2025-03-30,Installation request,Repair machinery,16168423,Leslie Dean,Obrien LLC,112,445,346,Q2594,49221,27,Corporate,Walk-in,Low-margin,"6 (calls, visits, emails)",7,PMAMAI,Medium Priority
2496,2024-10-28,Service call,Inspect equipment,40173908,Ashley Gomez,"Sampson, Waters and Johnson",43,858,346,Q2595,427185,11,Reseller,Shopify,High-margin,"5 (calls, visits)",2,PMAMAI,Medium Priority
2497,2024-09-21,Consultation,Inspect equipment,93835804,Michael Ruiz,"Stephens, Hill and Carpenter",84,106,303,Q2596,417422,9,Corporate,FloApp,High-margin,1 (visit),6,PMMULWA,Medium Priority
2498,2025-05-01,Service call,Upgrade system,66362089,Carla Robles,"Smith, Walker and Hernandez",167,445,328,Q2597,442094,2,Contractor,Email,Low-margin,2 (calls),15,PMKILONZO,Medium Priority
2499,2025-03-03,Service call,Install product,28355506,Adam Ortiz,"Moore, Young and Roberts",92,514,352,Q2598,102110,21,Government,Website,Mixed,"4 (calls, visits)",4,PMKILONZO,Medium Priority
2500,2025-02-17,Installation request,Install product,95466392,Lindsey Morris,"Finley, Barrett and Allen",125,369,320,Q2599,291985,3,Reseller,Walk-in,Low-margin,1 (visit),1,PMOMONDI,Medium Priority
2501,2025-01-25,Installation request,Repair machinery,47633920,Christina Wilson,"Richardson, Smith and Rice",168,369,320,Q2600,76354,18,Government,Walk-in,High-margin,1 (visit),10,PMKILONZO,Medium Priority
2502,2025-03-18,Service call,Upgrade system,87629702,Corey Thompson,Johnson-Wilson,121,858,314,Q2601,430209,0,NGO,Walk-in,Low-margin,"6 (calls, visits, emails)",14,PMKILONZO,Medium Priority
2503,2024-06-04,Service call,Upgrade system,96768783,Anthony Schultz,Cooper and Sons,174,445,344,Q2602,470876,19,Corporate,Referral,Mixed,1 (visit),11,PMNYABUTO,Medium Priority
2504,2025-02-03,Service call,Inspect equipment,64157366,Stephanie Smith,Butler Ltd,80,445,306,Q2603,30427,25,Individual,Website,High-margin,"6 (calls, visits, emails)",12,PMOMONDI,Medium Priority
2505,2025-03-05,Service call,Upgrade system,84751587,Sean Rowland,"Vargas, Hunt and Watkins",152,106,304,Q2604,490071,6,Corporate,FloApp,Low-margin,1 (visit),5,PMOMONDI,Medium Priority
2506,2024-11-28,Installation request,Upgrade system,12264151,Michelle Stevens,"Combs, Maynard and Skinner",125,858,306,Q2605,149644,20,Contractor,FloApp,High-margin,"6 (calls, visits, emails)",6,PMMULWA,Medium Priority
2507,2024-05-04,Installation request,Upgrade system,26733037,Brandon Sanchez,Daniels Group,99,445,380,Q2606,61074,17,Corporate,Email,High-margin,"4 (calls, visits)",3,PMAMAI,Medium Priority
2508,2024-07-08,Service call,Repair machinery,35732408,Peter Washington,Hernandez-Garrison,150,369,357,Q2607,115451,2,Contractor,FloApp,High-margin,2 (calls),8,PMKILONZO,Medium Priority
2509,2025-01-10,Service call,Install product,14425454,David Patel,"Lane, Rivera and Palmer",149,445,320,Q2608,103065,0,Contractor,Walk-in,Low-margin,"5 (calls, visits)",5,PMMULWA,Medium Priority
2510,2024-11-01,Service call,Repair machinery,29429263,Kyle Ochoa,Padilla-Morris,18,106,394,Q2609,128277,21,Corporate,Website,Mixed,"6 (calls, visits, emails)",12,PMOMONDI,Medium Priority
2511,2024-08-11,Service call,Upgrade system,89976033,Grace Torres,"Donovan, Mathis and Jones",66,858,301,Q2610,149549,17,Government,Email,Low-margin,1 (visit),15,PMNYABUTO,Medium Priority
2512,2024-11-03,Consultation,Upgrade system,05836014,Meghan Thomas,Mcdonald Inc,163,514,359,Q2611,417736,16,Government,Email,High-margin,"4 (calls, visits)",13,PMKILONZO,Medium Priority
2513,2024-08-23,Service call,Install product,77438535,Stephen Williams,Brown LLC,20,514,345,Q2612,92843,2,NGO,Email,Low-margin,1 (visit),15,PMAMAI,Medium Priority
2514,2024-06-26,Installation request,Install product,36735825,Kevin Rice,"Moore, Myers and Buckley",121,369,334,Q2613,318930,11,Contractor,Email,Low-margin,"5 (calls, visits)",10,PMAMAI,Medium Priority
2515,2024-09-05,Service call,Repair machinery,27833646,Allison Allen,"Matthews, Combs and Perez",127,514,367,Q2614,219675,2,Contractor,Referral,Low-margin,"5 (calls, visits)",8,PMMULWA,High Priority
2516,2024-12-31,Installation request,Inspect equipment,74046608,Mark Elliott,"Glenn, Weber and Patton",103,858,377,Q2615,272784,4,Government,Shopify,High-margin,"4 (calls, visits)",3,PMOMONDI,Medium Priority
